#Digilent WaveForms Oscilloscope Acquisition
#Device Name: DY_Discovery1
#Serial Number: SN:210244704387
#Date Time: 2024-12-24 16:57:41.591
#Sample rate: 160000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 1 V/div Offset: 0 V Sample Mode: Average

Time (s)	Channel 1 (V)	Channel 2 (V)
0.002385991379310344	0.9963641496370306	0.01542899928861228
0.002392241379310347	0.9963641496370306	0.01542899928861228
0.002398491379310346	0.9963641496370306	0.01542899928861228
0.002404741379310345	0.9963641496370306	0.02250295720848063
0.002410991379310345	0.9928391741714573	0.02250295720848063
0.002417241379310344	0.9963641496370306	0.02250295720848063
0.002423491379310347	0.9963641496370306	0.0260399361684148
0.002429741379310346	0.9963641496370306	0.0260399361684148
0.002435991379310345	0.9963641496370306	0.0260399361684148
0.002442241379310345	0.9928391741714573	0.02957691512834897
0.002448491379310344	0.9963641496370306	0.02957691512834897
0.002454741379310347	0.996364149637029	0.03311389408828476
0.002460991379310346	0.9928391741714573	0.03665087304821732
0.002467241379310346	0.9928391741714573	0.03311389408828315
0.002473491379310345	0.9963641496370306	0.03665087304821732
0.002479741379310344	0.9963641496370306	0.0401878520081515
0.002485991379310347	0.996364149637029	0.04372483096808406
0.002492241379310346	0.9928391741714573	0.0401878520081515
0.002498491379310346	0.9963641496370306	0.04372483096808567
0.002504741379310345	0.9963641496370306	0.04372483096808567
0.002510991379310344	0.9963641496370306	0.04726180992801984
0.002517241379310347	0.996364149637029	0.04726180992802145
0.002523491379310346	0.9928391741714573	0.05079878888795401
0.002529741379310346	0.9928391741714573	0.05079878888795401
0.002535991379310345	0.9963641496370306	0.05079878888795401
0.002542241379310344	0.9963641496370306	0.05433576784788819
0.002548491379310347	0.9963641496370306	0.05433576784788819
0.002554741379310346	0.9963641496370306	0.05433576784788819
0.002560991379310346	0.9998891251026039	0.05787274680782237
0.002567241379310345	0.9998891251026039	0.05787274680782237
0.002573491379310344	0.9963641496370306	0.06140972576775654
0.002579741379310347	0.9963641496370306	0.06140972576775815
0.002585991379310346	0.9963641496370306	0.06494670472769071
0.002592241379310346	0.9963641496370306	0.06848368368762489
0.002598491379310345	0.9963641496370306	0.06848368368762489
0.002604741379310344	0.9928391741714573	0.06848368368762489
0.002610991379310344	0.996364149637029	0.07202066264755745
0.002617241379310346	0.9963641496370306	0.07555764160749323
0.002623491379310346	0.9963641496370306	0.07202066264755906
0.002629741379310345	0.9963641496370306	0.07555764160749323
0.002635991379310344	0.9963641496370306	0.07555764160749323
0.002642241379310344	0.9963641496370306	0.07555764160749323
0.002648491379310346	0.9963641496370306	0.07555764160749323
0.002654741379310346	0.9963641496370306	0.08616857848729575
0.002660991379310345	0.9963641496370306	0.08263159952736158
0.002667241379310344	0.9963641496370306	0.0790946205674274
0.002673491379310344	0.9963641496370306	0.08616857848729254
0.002679741379310346	0.9963641496370306	0.08616857848729575
0.002685991379310346	0.9963641496370306	0.08970555744722992
0.002692241379310345	0.9998891251026039	0.08970555744722992
0.002698491379310344	0.9963641496370306	0.08970555744722992
0.002704741379310344	0.9928391741714588	0.08970555744722992
0.002710991379310346	0.9928391741714573	0.09324253640716411
0.002717241379310346	0.9963641496370306	0.09677951536709828
0.002723491379310345	0.9928391741714573	0.09677951536709828
0.002729741379310344	0.9928391741714573	0.09677951536709828
0.002735991379310344	0.996364149637029	0.1003164943270308
0.002742241379310346	0.9963641496370306	0.09677951536709828
0.002748491379310346	0.9963641496370306	0.1003164943270324
0.002754741379310345	0.9963641496370306	0.1038534732869666
0.002760991379310344	0.9963641496370306	0.1038534732869666
0.002767241379310344	0.9928391741714588	0.1038534732869666
0.002773491379310346	0.9963641496370306	0.110927431206835
0.002779741379310346	0.9963641496370306	0.1073904522469008
0.002785991379310345	0.9998891251026039	0.110927431206835
0.002792241379310344	0.9963641496370306	0.110927431206835
0.002798491379310344	0.9963641496370306	0.1144644101667675
0.002804741379310347	0.9963641496370306	0.110927431206835
0.002810991379310346	0.9963641496370306	0.1180013891267033
0.002817241379310345	0.9963641496370306	0.1180013891267033
0.002823491379310344	0.9998891251026039	0.1180013891267033
0.002829741379310344	0.9963641496370321	0.1215383680866359
0.002835991379310347	0.9963641496370306	0.1250753470465717
0.002842241379310346	0.9963641496370306	0.1215383680866375
0.002848491379310345	0.9963641496370306	0.1250753470465717
0.002854741379310344	0.9963641496370306	0.1250753470465717
0.002860991379310344	0.9963641496370306	0.1250753470465717
0.002867241379310347	0.9963641496370306	0.1286123260065059
0.002873491379310346	0.9963641496370306	0.13214930496644
0.002879741379310345	0.9963641496370306	0.13214930496644
0.002885991379310344	0.9963641496370306	0.1356862839263742
0.002892241379310344	0.9963641496370306	0.1356862839263742
0.002898491379310347	0.9998891251026039	0.1356862839263742
0.002904741379310346	0.9998891251026039	0.1356862839263742
0.002910991379310345	0.9998891251026039	0.1392232628863084
0.002917241379310345	0.9963641496370306	0.1392232628863084
0.002923491379310344	0.9963641496370306	0.1427602418462409
0.002929741379310347	0.9963641496370306	0.1427602418462425
0.002935991379310346	0.9963641496370306	0.1427602418462425
0.002942241379310345	0.9963641496370306	0.1462972208061767
0.002948491379310345	0.9963641496370306	0.1498341997661109
0.002954741379310344	0.9963641496370306	0.1498341997661109
0.002960991379310347	0.9963641496370306	0.1462972208061767
0.002967241379310346	0.9963641496370306	0.1498341997661109
0.002973491379310345	0.9928391741714573	0.1533711787260451
0.002979741379310345	0.9963641496370306	0.1533711787260451
0.002985991379310344	0.9963641496370306	0.1533711787260451
0.002992241379310347	0.9963641496370306	0.1569081576859792
0.002998491379310346	0.9963641496370306	0.1569081576859792
0.003004741379310345	0.9963641496370306	0.1533711787260451
0.003010991379310345	0.9963641496370306	0.1569081576859792
0.003017241379310344	0.9963641496370306	0.1604451366459134
0.003023491379310347	0.9963641496370306	0.1604451366459134
0.003029741379310346	0.9963641496370306	0.1639821156058476
0.003035991379310345	0.9963641496370306	0.1675190945657818
0.003042241379310345	0.9928391741714573	0.1675190945657818
0.003048491379310344	0.9928391741714573	0.1675190945657818
0.003054741379310347	0.9963641496370306	0.1675190945657818
0.003060991379310346	0.9963641496370306	0.1675190945657818
0.003067241379310345	0.9963641496370306	0.1710560735257159
0.003073491379310345	0.9963641496370306	0.1745930524856501
0.003079741379310344	0.9963641496370306	0.1710560735257159
0.003085991379310347	0.9963641496370306	0.1745930524856517
0.003092241379310346	0.9963641496370306	0.1781300314455843
0.003098491379310345	0.9963641496370306	0.1745930524856501
0.003104741379310345	0.9963641496370306	0.1816670104055184
0.003110991379310344	0.9963641496370306	0.1816670104055184
0.003117241379310347	0.9963641496370306	0.1781300314455859
0.003123491379310346	0.9963641496370306	0.1816670104055184
0.003129741379310345	0.9963641496370306	0.1852039893654526
0.003135991379310345	0.9963641496370306	0.1852039893654526
0.003142241379310344	0.9963641496370306	0.1852039893654526
0.003148491379310347	0.9963641496370306	0.1922779472853194
0.003154741379310346	0.9963641496370306	0.1887409683253868
0.003160991379310345	0.9963641496370306	0.192277947285321
0.003167241379310345	0.9963641496370306	0.192277947285321
0.003173491379310344	0.9963641496370306	0.1958149262452551
0.003179741379310347	0.9963641496370306	0.1993519052051893
0.003185991379310346	0.9963641496370306	0.1993519052051893
0.003192241379310345	0.9963641496370306	0.1993519052051893
0.003198491379310345	0.9963641496370306	0.1993519052051893
0.003204741379310344	0.9998891251026039	0.1993519052051893
0.003210991379310347	0.9928391741714588	0.2028888841651251
0.003217241379310346	0.9963641496370306	0.2064258631250577
0.003223491379310345	0.9998891251026039	0.2064258631250577
0.003229741379310345	0.9963641496370306	0.2064258631250577
0.003235991379310344	0.9963641496370306	0.2099628420849918
0.003242241379310347	0.9963641496370306	0.2099628420849918
0.003248491379310346	0.9963641496370306	0.2099628420849918
0.003254741379310346	0.9963641496370306	0.2099628420849918
0.003260991379310345	0.9963641496370306	0.213499821044926
0.003267241379310344	0.9963641496370306	0.2170368000048602
0.003273491379310347	0.9963641496370321	0.213499821044926
0.003279741379310346	0.9998891251026039	0.213499821044926
0.003285991379310346	0.9963641496370306	0.213499821044926
0.003292241379310345	0.9963641496370306	0.2205737789647944
0.003298491379310344	0.9963641496370306	0.2170368000048602
0.003304741379310347	0.9928391741714588	0.2205737789647944
0.003310991379310346	0.9963641496370306	0.2205737789647944
0.003317241379310346	0.9998891251026039	0.2241107579247285
0.003323491379310345	0.9963641496370306	0.2241107579247285
0.003329741379310344	0.9998891251026039	0.2276477368846627
0.003335991379310347	0.9963641496370306	0.2205737789647992
0.003342241379310346	0.9963641496370306	0.2311847158445969
0.003348491379310346	0.9998891251026039	0.2311847158445969
0.003354741379310345	0.9998891251026039	0.2311847158445969
0.003360991379310344	0.9998891251026039	0.2311847158445969
0.003367241379310347	0.9963641496370321	0.2347216948045311
0.003373491379310346	0.9998891251026039	0.2347216948045311
0.003379741379310346	0.9998891251026039	0.2347216948045311
0.003385991379310345	0.9963641496370306	0.2382586737644652
0.003392241379310344	0.9963641496370306	0.2347216948045311
